value,datetime,datetime_utc,tz_time,geo_id,geo_name
25250.0,2018-09-03T01:20:00.000+02:00,2018-09-02T23:20:00Z,2018-09-02T23:20:00.000Z,8741,Península
24879.0,2018-09-03T01:30:00.000+02:00,2018-09-02T23:30:00Z,2018-09-02T23:30:00.000Z,8741,Península
24792.0,2018-09-03T01:40:00.000+02:00,2018-09-02T23:40:00Z,2018-09-02T23:40:00.000Z,8741,Península
24561.0,2018-09-03T01:50:00.000+02:00,2018-09-02T23:50:00Z,2018-09-02T23:50:00.000Z,8741,Península
24162.0,2018-09-03T02:00:00.000+02:00,2018-09-03T00:00:00Z,2018-09-03T00:00:00.000Z,8741,Península
24138.0,2018-09-03T02:10:00.000+02:00,2018-09-03T00:10:00Z,2018-09-03T00:10:00.000Z,8741,Península
23965.0,2018-09-03T02:20:00.000+02:00,2018-09-03T00:20:00Z,2018-09-03T00:20:00.000Z,8741,Península
23730.0,2018-09-03T02:30:00.000+02:00,2018-09-03T00:30:00Z,2018-09-03T00:30:00.000Z,8741,Península
23666.0,2018-09-03T02:40:00.000+02:00,2018-09-03T00:40:00Z,2018-09-03T00:40:00.000Z,8741,Península
23577.0,2018-09-03T02:50:00.000+02:00,2018-09-03T00:50:00Z,2018-09-03T00:50:00.000Z,8741,Península
23193.0,2018-09-03T03:00:00.000+02:00,2018-09-03T01:00:00Z,2018-09-03T01:00:00.000Z,8741,Península
23500.0,2018-09-03T03:10:00.000+02:00,2018-09-03T01:10:00Z,2018-09-03T01:10:00.000Z,8741,Península
23369.0,2018-09-03T03:20:00.000+02:00,2018-09-03T01:20:00Z,2018-09-03T01:20:00.000Z,8741,Península
23418.0,2018-09-03T03:30:00.000+02:00,2018-09-03T01:30:00Z,2018-09-03T01:30:00.000Z,8741,Península
23530.0,2018-09-03T03:40:00.000+02:00,2018-09-03T01:40:00Z,2018-09-03T01:40:00.000Z,8741,Península
23152.0,2018-09-03T03:50:00.000+02:00,2018-09-03T01:50:00Z,2018-09-03T01:50:00.000Z,8741,Península
23206.0,2018-09-03T04:00:00.000+02:00,2018-09-03T02:00:00Z,2018-09-03T02:00:00.000Z,8741,Península
23305.0,2018-09-03T04:10:00.000+02:00,2018-09-03T02:10:00Z,2018-09-03T02:10:00.000Z,8741,Península
23246.0,2018-09-03T04:20:00.000+02:00,2018-09-03T02:20:00Z,2018-09-03T02:20:00.000Z,8741,Península
23125.0,2018-09-03T04:30:00.000+02:00,2018-09-03T02:30:00Z,2018-09-03T02:30:00.000Z,8741,Península
22999.0,2018-09-03T04:40:00.000+02:00,2018-09-03T02:40:00Z,2018-09-03T02:40:00.000Z,8741,Península
23382.0,2018-09-03T04:50:00.000+02:00,2018-09-03T02:50:00Z,2018-09-03T02:50:00.000Z,8741,Península
23301.0,2018-09-03T05:00:00.000+02:00,2018-09-03T03:00:00Z,2018-09-03T03:00:00.000Z,8741,Península
23604.0,2018-09-03T05:10:00.000+02:00,2018-09-03T03:10:00Z,2018-09-03T03:10:00.000Z,8741,Península
23619.0,2018-09-03T05:20:00.000+02:00,2018-09-03T03:20:00Z,2018-09-03T03:20:00.000Z,8741,Península
23670.0,2018-09-03T05:30:00.000+02:00,2018-09-03T03:30:00Z,2018-09-03T03:30:00.000Z,8741,Península
23641.0,2018-09-03T05:40:00.000+02:00,2018-09-03T03:40:00Z,2018-09-03T03:40:00.000Z,8741,Península
23989.0,2018-09-03T05:50:00.000+02:00,2018-09-03T03:50:00Z,2018-09-03T03:50:00.000Z,8741,Península
24431.0,2018-09-03T06:00:00.000+02:00,2018-09-03T04:00:00Z,2018-09-03T04:00:00.000Z,8741,Península
25204.0,2018-09-03T06:10:00.000+02:00,2018-09-03T04:10:00Z,2018-09-03T04:10:00.000Z,8741,Península
25646.0,2018-09-03T06:20:00.000+02:00,2018-09-03T04:20:00Z,2018-09-03T04:20:00.000Z,8741,Península
26017.0,2018-09-03T06:30:00.000+02:00,2018-09-03T04:30:00Z,2018-09-03T04:30:00.000Z,8741,Península
26637.0,2018-09-03T06:40:00.000+02:00,2018-09-03T04:40:00Z,2018-09-03T04:40:00.000Z,8741,Península
26918.0,2018-09-03T06:50:00.000+02:00,2018-09-03T04:50:00Z,2018-09-03T04:50:00.000Z,8741,Península
27494.0,2018-09-03T07:00:00.000+02:00,2018-09-03T05:00:00Z,2018-09-03T05:00:00.000Z,8741,Península
28450.0,2018-09-03T07:10:00.000+02:00,2018-09-03T05:10:00Z,2018-09-03T05:10:00.000Z,8741,Península
28806.0,2018-09-03T07:20:00.000+02:00,2018-09-03T05:20:00Z,2018-09-03T05:20:00.000Z,8741,Península
29208.0,2018-09-03T07:30:00.000+02:00,2018-09-03T05:30:00Z,2018-09-03T05:30:00.000Z,8741,Península
29210.0,2018-09-03T07:40:00.000+02:00,2018-09-03T05:40:00Z,2018-09-03T05:40:00.000Z,8741,Península
29418.0,2018-09-03T07:50:00.000+02:00,2018-09-03T05:50:00Z,2018-09-03T05:50:00.000Z,8741,Península
29365.0,2018-09-03T08:00:00.000+02:00,2018-09-03T06:00:00Z,2018-09-03T06:00:00.000Z,8741,Península
30230.0,2018-09-03T08:10:00.000+02:00,2018-09-03T06:10:00Z,2018-09-03T06:10:00.000Z,8741,Península
